year,month,SD_70,SL_70,SL_70_log10,fyear_CS,monthly_sunspots,std,observations,date,smoothed_sunspots,SD_70*10,proton_density,proton_temp,He4toprotons,proton_speed,PC1,PC2
1998,2,12.301438,82.789337,1.9179744046560265,1998.123,50.2,4.6,559,1998-02-01,61.74583333333334,123.01437999999999,10.668185567010308,55818.621443298965,0.02232,377.00472164948457,-1.2498651233862197,-0.7408645665590906
1998,3,12.6028935,159.079344,2.008504259875198,1998.204,82.0,5.9,571,1998-03-01,65.37083333333334,126.028935,9.296941344778254,71053.68812589413,0.03093218884120172,402.81354792560796,-0.854332436128365,-0.27389985971235753
1998,4,15.813673,380.628082,2.5805008265357006,1998.288,70.6,7.2,537,1998-04-01,69.17916666666667,158.13673,8.991567921440263,71262.15548281505,0.037028150572831424,379.45654664484454,-1.0177066190721438,-0.005488171622604548
1998,5,12.578657,128.306992,2.1082503235945516,1998.371,74.0,4.8,620,1998-05-01,72.12083333333334,125.78657,6.943907590759076,100056.67194719473,0.03109785478547855,452.4847854785479,-0.04791263050163304,-0.1209039512725771
1998,6,16.53644,138.153671,2.140362429418011,1998.455,90.5,6.0,521,1998-06-01,77.29583333333333,165.3644,8.368126602564104,69987.70673076923,0.024842147435897435,414.45391025641027,-0.6841098017312914,-0.46551072346163797
1998,7,17.635334,323.864288,2.510363061688437,1998.538,96.7,6.3,597,1998-07-01,85.0625,176.35334,8.753049342105264,80911.31726973684,0.022857730263157894,427.8957401315789,-0.5080633040064385,-0.5918755577708154
1998,8,12.570169,257.765961,2.411225566524368,1998.623,121.1,7.4,586,1998-08-01,91.75416666666666,125.70169,8.082203152364274,74626.95551663748,0.02404518388791594,431.5517513134851,-0.49476967572065955,-0.47506497901444616
1998,9,14.300272,754.195374,2.8774838642504093,1998.707,132.0,8.6,502,1998-09-01,96.19583333333334,143.00272,7.642872113676732,66951.95896980462,0.0336911190053286,416.5367673179396,-0.679631138719418,-0.014490680778320678
1998,10,11.8298,252.885071,2.4029231916469165,1998.79,78.5,6.6,432,1998-10-01,98.13749999999999,118.298,6.512600328947369,114847.19342105262,0.026576151315789474,453.1929276315789,0.15095880138082637,-0.32371087000889565
1998,11,13.450814,339.65683,2.5310403520387372,1998.874,97.3,6.8,472,1998-11-01,103.80000000000001,134.50814,8.891998239436619,74616.49471830986,0.028844190140845074,416.83352112676056,-0.6818187277874448,-0.3328584414212967
1998,12,19.068635,476.26545699999997,2.5959758481564728,1998.958,119.2,9.4,435,1998-12-01,109.54583333333333,190.68635,8.07177106741573,71825.75280898876,0.02614817415730337,399.00792134831465,-0.7568440422082564,-0.4059360020330933
1999,1,18.439299,408.91629,2.611634411890095,1999.042,86.0,7.6,475,1999-01-01,112.10000000000001,184.39299,7.148258015267176,90022.59847328244,0.027377709923664124,417.8661984732824,-0.3850177018124389,-0.3102510800350989
1999,2,21.08662,296.430634,2.4719230828757413,1999.123,98.0,7.6,446,1999-02-01,115.79166666666667,210.8662,7.414218861209965,80965.84270462634,0.03145427046263345,431.3899822064057,-0.41512583085542715,-0.11499184761449446
1999,3,20.164608,366.028992,2.5635154858505773,1999.204,103.5,6.8,518,1999-03-01,120.60416666666667,201.64608,8.427957894736842,95701.30631578948,0.02862736842105263,441.13730827067667,-0.2743370375783174,-0.33445051366938416
1999,4,18.551563,287.80722,2.4591016845513463,1999.288,93.6,7.5,569,1999-04-01,126.25833333333334,185.51563000000002,7.315369327073552,80866.55618153364,0.025707042253521127,435.3153834115806,-0.35616455276878123,-0.35862932431517525
1999,5,22.579355,617.706909,2.7907824589122363,1999.371,149.6,8.5,630,1999-05-01,131.29583333333332,225.79354999999998,5.732547619047619,86827.74285714286,0.02936220238095238,450.74427083333336,-0.08332987368266129,-0.08548548229069595
1999,6,18.78385,595.404053,2.7748117866250226,1999.455,207.2,10.5,567,1999-06-01,135.125,187.8385,5.882642714570859,68936.49301397205,0.028645908183632735,409.1900399201597,-0.5522353883615956,-0.12700545291904317
1999,7,20.592587,397.342194,2.599164685489251,1999.538,173.5,9.3,594,1999-07-01,139.1875,205.92587000000003,4.832887245841035,71928.63345656193,0.03333234750462107,425.01066543438077,-0.35115542751544593,0.1618006621704586
1999,8,19.3189105,430.98544300000003,2.633507921543695,1999.623,142.3,12.9,649,1999-08-01,145.3375,193.189105,6.366829160530192,106885.9026509573,0.0351639175257732,467.5607216494845,0.15003723613894376,0.09824794843513596
1999,9,18.806318,441.258789,2.644693368766842,1999.707,106.3,6.5,624,1999-09-01,147.8125,188.06318000000002,6.502434153400868,119584.21997105645,0.03546005788712012,478.89976845151955,0.33801715053729287,0.08419384805041938
1999,10,19.197771,1032.974609,3.014089646488918,1999.79,168.7,10.4,531,1999-10-01,148.8125,191.97771,7.130014492753623,117443.73623188406,0.03217347826086957,486.68098550724636,0.3369055328612825,-0.09271678752674149
1999,11,,,,1999.874,188.3,12.3,406,1999-11-01,151.44166666666666,,7.409486348122867,79871.09863481228,0.0354315699658703,443.30513651877135,-0.3591011812623805,0.07525401911465007
